ID,County,Locality,Lat,Lon,Elev,Trap,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,Sex,Observer/Collector,Family,Genus,Species
PHPP17-2110,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2111,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2112,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,insularis
PHPP17-2113,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2114,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2115,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,26,v,2018,5,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2116,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2117,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2118,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2119,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-212,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-2120,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2121,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2122,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2123,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2124,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2125,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2126,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2127,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2128,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2129,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-213,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-2130,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2131,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2132,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2133,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2134,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2135,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2136,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2137,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2138,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2139,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-214,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-2140,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2141,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2142,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2143,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2144,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2145,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2146,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2147,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2148,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2149,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-215,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-2150,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2151,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2152,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2153,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2154,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2155,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2156,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2157,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2158,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Halictidae,Agapostemon,texanus
PHPP17-2159,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2160,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2161,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2162,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2163,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2164,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2165,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2166,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2168,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-217,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,male,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-2170,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2171,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2172,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2173,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2174,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2175,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,vane trap,6,vi,2018,15,vi,2018,female,S. Johnson,Apidae,Bombus,rufocinctus
PHPP17-2176,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2178,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2179,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,male,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2180,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,male,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2181,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,male,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2182,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Apidae,Anthophora,terminalis
PHPP17-2183,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2184,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Andrenidae,Pseudopanurgus,parvus
PHPP17-2186,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,net,25,vi,2018,25,vi,2018,female,S. Johnson,Megachilidae,Heriades,carinata
PHPP17-22,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-221,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-222,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-223,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-224,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Bombus,perplexus
PHPP17-225,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Bombus,borealis
PHPP17-227,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Bombus,cryptarum
PHPP17-228,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-229,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-23,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-230,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-231,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Megachilidae,Osmia,sp. 1
PHPP17-232,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Apidae,Melissodes,confusus
PHPP17-234,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,male,M. P. Gavin,Apidae,Melissodes,illata
PHPP17-237,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,22,vii,2017,23,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-239,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-24,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
PHPP17-240,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-241,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-242,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-243,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-244,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-245,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-246,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-247,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-248,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-249,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-25,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-250,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-251,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,male,M. P. Gavin,Megachilidae,Osmia,sp. 1
PHPP17-252,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Colletidae,Hylaeus,
PHPP17-253,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-254,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-255,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-256,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-257,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-258,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-259,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,male,M. P. Gavin,Megachilidae,Megachile,perihirta
PHPP17-26,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-260,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Megachilidae,Megachile,perihirta
PHPP17-261,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Andrenidae,Andrena,lupinorum
PHPP17-262,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-263,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Apidae,Bombus,mixtus
PHPP17-264,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-265,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-267,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-268,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-269,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-27,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Megachilidae,Megachile,lapponica
PHPP17-270,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-271,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-272,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-273,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-274,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-275,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Andrenidae,Andrena,mariae
PHPP17-276,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-277,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-278,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-279,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-28,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-280,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-281,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-282,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-283,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-284,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Halictus,rubicundus
PHPP17-285,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Andrenidae,Andrena,mariae
PHPP17-286,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-287,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-288,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Andrenidae,Andrena,mariae
PHPP17-289,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-29,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,female,M. P. Gavin,Apidae,Bombus,rufocinctus
PHPP17-290,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-291,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-292,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-293,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,zonulum
PHPP17-294,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,
PHPP17-295,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-296,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-297,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-298,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,colatum
PHPP17-299,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,16,vi,2017,17,vi,2017,female,M. P. Gavin,Halictidae,Lasioglossum,leucozonium
PHPP17-3,City of Calgary,Canyon Meadows,50.9296,-114.0507,1043,pan trap,15,vii,2017,16,vii,2017,male,M. P. Gavin,Halictidae,Halictus,confusus
